,Tenure,Bandwidth_GB_Year,MonthlyCharge,Churn_Yes,Multiple_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,InternetService_DSL,Contract_Month-to-month
61,-1.217064843981979,-1.2299127028999968,0.5205277108721246,0,1,0,1,1,1,0,0,1
62,-1.004687944054223,-0.9042238189449593,-0.4696984734702173,1,0,1,0,0,0,1,1,1
63,-0.8424395136518485,-1.0508905657906205,-1.8658884350189253,0,0,0,1,0,0,0,0,1
64,-0.9413617104198202,-1.0565378508930574,-1.0511200024046383,0,0,0,1,0,0,1,0,1
65,-1.0063503593212735,-0.8336592668715122,0.2873377436477077,0,1,1,1,0,1,0,1,0
66,-1.136647339560296,-1.0914020361249135,2.1546369950662405,1,1,0,1,1,1,1,0,1
67,-0.897668116819726,-0.9469736323443295,0.8147127699409505,1,0,0,0,0,1,1,0,1
68,-0.8427690800818175,-0.7247032039911849,-0.4695393013863775,0,1,0,0,0,1,0,1,1
69,-1.222397924809372,-1.0397744216209008,0.640588500684404,1,0,0,1,0,1,1,1,1
70,-0.40106534597502425,-0.32745582419199754,0.9322307187614737,1,0,1,0,1,1,1,0,0
71,-1.1646362483309787,-0.9721163526597876,1.9211261918800002,1,1,1,0,1,1,1,1,0
72,-1.0039495234861058,-1.175947892399839,-0.877342348699792,0,0,1,0,0,0,0,0,0
73,-0.9581887685311218,-0.8303303660906955,1.9215319817206598,1,0,1,1,1,1,1,0,1
74,-1.215788277635197,-1.2555429575499903,0.9860394995838015,1,1,1,1,0,0,1,0,1
75,-1.1002128472441375,-0.7982108653567063,2.271389194587447,1,1,1,1,1,1,1,1,0
76,-1.2644336683865323,-1.200929620485428,0.6413542499837201,1,0,0,1,1,1,1,0,0
77,-0.5440781385004404,-0.4422100028420828,-0.528329830759858,0,0,1,0,0,0,1,1,0
78,-0.3735551939271544,-0.33490867904885585,1.5716945401924507,1,1,0,0,0,1,1,0,1
79,-0.9397433004255127,-1.0355147188917275,-1.0509561028982644,0,0,0,1,0,0,0,0,1
80,-0.9340552416411959,-0.7418386314156246,0.3489568552665972,1,0,0,0,0,1,1,1,0
81,-1.0095383021188133,-1.1207297184238962,-0.06129488048042159,0,1,0,1,1,0,0,0,1
82,-0.5700715863023738,-0.6796289875594311,0.461841906716059,0,1,0,0,1,0,1,0,0
83,-0.7631313820818934,-0.6893704782348775,-1.2254012081166343,0,0,0,1,1,0,0,1,1
84,-1.2203746498243107,-1.2633242702298089,0.5212132337151381,0,1,1,1,1,0,0,0,0
85,-1.216563604813229,-1.294961877523146,-0.7607651569635242,0,0,0,0,0,1,0,0,0
86,-1.1298654689649816,-1.2806620831646804,-1.3423325140748292,0,0,1,0,1,0,0,0,1
87,-1.1649919769570969,-1.196710931984345,0.8153935653614302,1,1,0,0,0,1,1,0,1
88,-1.1632955113217682,-0.9148601251516167,0.3489568552665972,1,0,0,0,0,1,1,1,1
89,-1.1487493215265967,-1.3722811944099786,-0.877342348699792,0,0,1,0,0,0,0,0,0
90,-1.2229629659810055,-1.3649151375813087,0.4621627426778819,1,1,0,1,0,0,1,0,1
91,-0.7817677075182011,-0.5739715644146094,1.1644652575903236,1,0,1,1,0,1,1,1,1
92,-1.1819512034484458,-1.3492481091899242,-0.23650850624580042,0,0,0,0,1,0,1,0,0
93,-0.5587841492805086,-0.41687806884937645,-0.2944848477048392,1,1,1,1,0,0,0,1,0
94,-0.6104796192871619,-0.5302864785083787,0.28771763745951173,0,1,0,1,1,0,1,1,0
95,-1.1290322320588329,-1.0220769691636888,1.6888525295543177,1,0,1,1,0,1,1,0,1
96,-1.0487164707506864,-1.3101560981552667,-1.109587460187905,0,0,0,1,0,0,0,0,1
97,-0.8149942242027054,-0.6569729635856485,0.3460540548161849,1,0,1,1,1,1,0,0,1
98,-0.5375799172366114,-0.6113689289965863,-0.23576853653636196,0,0,1,1,1,0,0,0,1
99,-1.0410575545217873,-1.0639684289234828,0.22921690141614137,0,1,0,1,0,1,0,0,0
100,-0.7587740335084161,-0.7258906646891963,1.1652310068896399,1,0,1,1,1,1,1,0,1
101,-0.8846417458536696,-0.912801287206242,0.22921690141614137,0,1,0,1,0,1,0,0,0
102,-1.2095985706319008,-1.1824675306392913,1.1070252107792369,1,1,0,1,0,1,1,0,1
103,-0.6542771991965506,-0.6890991882336619,-0.06257391608550461,0,0,1,0,0,0,1,0,0
104,-0.4437698223475185,-0.502273320073992,0.7530936583220611,1,1,1,1,0,1,0,0,1
105,-1.1611375737940632,-1.1742699134102108,0.7530936583220611,1,1,1,1,0,1,0,0,1
106,-0.8983993043163132,-0.6039658099611375,1.6884467397136576,1,1,1,0,0,1,1,1,1
107,-0.8108194044612612,-0.8949115430723451,-0.003528152470782968,1,1,1,0,1,1,0,0,1
108,-0.7473600310659727,-0.6539530905618554,-0.003914007958294369,1,1,0,0,1,0,1,1,1
109,-0.9474829019634818,-0.9464535451682918,0.5205277108721246,1,1,0,1,1,1,0,0,1
110,-1.1091834828764788,-1.229828719323836,-0.8193965142531648,0,0,0,0,0,1,0,0,1
111,-1.0569892502400215,-1.1457561483419851,0.4621627426778819,1,1,0,1,0,0,1,0,0
112,-1.1856865563921202,-1.3798647319886914,-0.2951398635354411,1,0,0,0,1,0,1,0,1
113,-0.6295411780784449,-0.8172539788050209,-1.4012191056057117,0,0,0,0,0,0,0,0,1
114,-0.8094886028797343,-0.8973755671978294,0.05442240939837878,1,0,1,0,1,1,0,0,1
115,-0.4228167628773137,-0.5210033818507652,-0.23688840005760448,0,0,1,0,0,1,0,0,1
116,-1.0670431839276342,-0.9331233574714222,-0.8183616046107582,0,1,0,1,0,0,0,1,0
117,-0.8298699484707969,-0.7737942238745157,2.387202942516177,0,1,1,1,0,1,1,0,0
118,-1.036470794536718,-0.9617509749289882,-1.0522065876657776,1,0,0,0,0,0,1,1,1
119,-0.9523314576883171,-0.9102528739097557,0.873599361471833,1,0,1,0,1,1,1,0,0
120,-0.4594265568537385,-0.3608104882084915,-0.5861164931226452,0,1,1,0,0,0,0,1,0
121,-1.124232866590698,-0.9775159192143237,1.630901967685156,1,1,1,1,0,1,1,0,0
122,-0.9257887162031159,-1.1034980159272392,-1.3423325140748292,0,0,1,0,1,0,0,0,1
123,-0.9972730542733514,-0.9356058171020084,0.35004344052773684,0,0,0,1,0,1,1,0,1
124,-1.0034663534002526,-1.036558962005771,-0.5270840734148785,0,1,0,1,0,1,0,0,0
125,-1.0322753193848941,-0.9713158288909872,-1.109993250028565,0,1,0,0,0,0,0,1,0
126,-1.1307317727943114,-1.077069237475876,1.1070252107792369,1,1,0,1,0,1,1,0,1
127,-0.9255489543760288,-0.8517291142436461,-0.0031740382488559113,0,1,1,1,1,0,0,1,0
128,-1.148000970749817,-1.0988071053837345,-1.2254012081166343,0,0,0,1,1,0,0,1,0
129,-1.13296269254511,-0.9830033199561804,1.1070252107792369,1,1,0,1,0,1,1,0,1
130,-1.0756159430275047,-1.020512234331309,-0.7605749422479708,1,0,0,1,0,0,1,1,1
131,-1.202490336156774,-1.2883234205427192,-0.2951398635354411,0,0,0,0,1,0,1,0,1
132,-0.9814515401827703,-0.8920828904203483,0.28701690768588417,1,1,1,0,1,1,0,1,1
133,-0.9372675891106367,-0.8306538562349037,1.8633261856102574,1,1,0,1,0,1,1,0,1
134,-0.9471112202271321,-1.1465395399732419,-1.4012191056057117,0,0,0,0,0,0,0,0,1
135,-0.9862512380420356,-1.065024927747148,0.1712710669695142,0,1,1,1,0,0,0,0,0
136,-1.0649900151841916,-1.1168179863225882,0.6944078541659948,0,1,1,0,0,0,1,0,0
137,-1.0315051142600151,-0.9097195356852947,0.5786485531036909,0,1,1,1,1,1,0,1,0
138,-0.7520712069535079,-0.6710779339882312,1.921957542899898,1,1,0,1,0,1,1,0,0
139,-0.8626443065681714,-0.7264052365442093,0.054771796197771255,1,1,0,1,1,1,0,1,1
140,-1.149449792247874,-1.231752236680408,-0.06129488048042159,0,1,0,1,1,0,0,0,0
141,-1.1965459917465324,-1.3175559387506373,0.46146201290425426,1,1,1,0,0,1,0,0,1
142,-1.1808283917687878,-1.2241312187610942,0.2290577293323015,0,0,1,1,0,0,1,0,1
143,-1.1106657998625467,-0.9513373660544703,-0.7605749422479708,0,0,0,1,0,0,1,1,0
144,-1.1833044017024337,-1.1774386763965954,-0.8188748909165251,1,0,1,0,0,0,1,0,1
145,-1.2023822306027485,-1.1487470452914184,1.0444044677780444,1,1,1,1,1,1,0,0,1
146,-1.1854774133135129,-1.220748128898666,0.873599361471833,1,0,1,0,1,1,1,0,0
147,-0.7059425826814141,-0.7153037922701053,-1.5756642108240817,0,0,0,0,1,0,0,1,0
148,-0.8618549920355326,-0.7890141883612486,2.0955712970983704,1,1,1,0,0,1,1,0,1
149,-1.0407767012997393,-1.0378928056939511,-0.4689327241709012,1,0,1,0,1,0,1,0,1
150,-1.09539149982662,-0.9500803135556313,0.054717349331346275,1,1,0,0,1,0,1,1,0
151,-0.756225237972622,-0.8031995706982727,1.1060235793969337,0,0,0,0,1,1,1,0,0
152,-1.0823902368144607,-1.1168337947739335,-0.23688840005760448,0,0,1,0,0,1,0,0,1
153,-1.1824382552379342,-0.9812639770709991,0.28728329678128206,1,1,1,0,0,0,1,1,1
154,-0.5904839109434638,-0.5363783070888095,1.0446708568734422,0,1,1,1,0,0,1,0,0
155,-0.7665913018325191,-0.7885550520723651,1.1060235793969337,0,0,0,0,1,1,1,0,0
156,-1.0038030923157246,-1.0993510384977825,0.3497226045659133,1,0,0,0,1,1,1,0,0
157,-1.0799675240154356,-1.1094525118700829,0.05442240939837878,0,0,1,0,1,1,0,0,0
158,-0.5511516891391542,-0.5501050720860076,1.8633261856102574,1,1,0,1,0,1,1,0,0
159,-0.7438382122129213,-0.8908116464495294,-0.9920695113673818,0,0,1,1,1,0,0,0,0
160,-1.2074138772633114,-1.3105002433872215,-0.23618767028397689,1,0,0,1,0,0,1,0,1
161,-0.8548301008261315,-0.9591224238166546,0.22921690141614137,1,1,0,1,0,1,0,0,1
162,-1.0798579610686911,-1.0053830337601746,-0.7612756720215985,0,0,1,0,0,1,0,1,0
163,-0.8944431169304978,-0.774405418644055,0.6413542499837201,1,0,0,1,1,1,1,0,0
164,-0.7005169186518954,-0.5819495289042138,0.6999856072733608,1,0,0,1,1,1,1,0,0
165,-0.8280634266912342,-0.9856921158371535,-0.2951398635354411,0,0,0,0,1,0,1,0,0
166,-0.9844945322344146,-1.1647664016522437,-0.5280857047971815,0,0,0,0,1,1,0,0,1
167,-1.001512893789258,-1.0431170988059766,-0.5278193157017836,1,0,0,0,0,0,1,0,1
168,-0.8491348883523515,-0.8096779220554479,-0.8186824405725818,0,1,0,0,1,0,0,1,0
169,-0.9193738839281752,-0.8752626696331578,0.35004344052773684,1,0,0,1,0,1,1,0,0
170,-0.7194171389711826,-0.5709384751220475,-0.1779076559685707,1,1,0,1,0,1,0,1,1
171,-0.7808163317926081,-0.8557863691793478,-0.2948190275736175,1,0,0,1,0,0,1,0,1
172,-0.568691251294603,-0.648714464113469,-0.0037833867120241173,0,1,0,0,0,1,0,0,0
173,-0.9268856750081693,-0.9752784232168881,0.7527728223602376,1,1,1,0,1,1,0,0,0
174,-1.0281317206593954,-1.1223867822563338,-0.5857107032819852,0,0,1,1,0,0,0,0,0
175,-0.8274329545770451,-0.9313985547700213,-0.23645405937937478,1,0,0,1,1,1,0,0,1
176,-0.9710314381629013,-0.8857161240936064,-1.2265210716378776,0,0,0,0,0,1,0,1,0
177,-1.165756506736954,-1.123362326765996,0.8147127699409505,1,0,0,0,0,1,1,0,0
178,-1.1931950686788673,-1.1725421704551104,0.5210493342087643,0,1,1,1,1,0,1,0,0
179,-1.0968949387203477,-1.2147641404951162,0.054743245360201656,0,0,1,1,0,1,0,0,0
180,-0.7140309522976361,-0.7370022476902591,1.5716945401924507,1,1,0,0,0,1,1,0,1
181,-0.4356197241925298,-0.42456991622183393,1.5716945401924507,1,1,0,0,0,1,1,0,1
182,-0.6533967223591768,-0.45769025185746853,-0.7601558085003559,0,0,1,1,1,0,0,1,0
183,-0.8136798772868968,-0.790847629432605,1.5716945401924507,1,1,0,0,0,1,1,0,1
184,-1.1127144199644103,-0.8963653546029842,0.8702257516550721,1,1,1,1,1,0,1,1,0
185,-1.1725660885187381,-1.1755743965715588,-0.5861164931226452,0,1,1,0,0,0,0,1,0
186,-1.00011636813016,-0.8804671520708416,-1.5167120175726176,0,0,0,1,0,0,0,1,1
187,-1.234818777162368,-1.2820718701965939,-0.46861188820907834,1,0,1,1,0,0,1,0,1
188,-1.0944326337090682,-1.3608550604139198,-2.1575200804367323,0,0,0,0,0,0,0,0,0
189,-1.0407216953139145,-1.0115157810619329,-0.7019435849583302,0,0,0,1,0,0,1,1,0
190,-1.2524823098638198,-1.2168018472375772,-1.2851524289275182,0,0,0,0,0,1,0,1,0
191,-0.8651605512965839,-0.7656869852390701,1.1063444153587574,1,0,0,1,0,1,1,0,1
192,-1.193629000099709,-1.000548970203876,-0.4696984734702173,1,0,1,0,0,0,1,1,0
193,-0.9178605546491853,-0.9753445205776772,0.05442240939837878,0,0,1,0,1,1,0,0,1
194,-1.1585387558702631,-1.2129701336029861,0.6944078541659948,1,1,1,0,0,0,1,0,1
195,-1.1837039035061343,-1.1256403715848267,0.8733441272305912,1,0,0,0,0,1,1,0,0
196,-0.7052989949404097,-0.7705192375075642,-0.7602435336268845,0,0,1,0,0,0,1,0,0
197,-1.0835944832621756,-0.9284133730788645,-0.7605749422479708,0,0,0,1,0,0,1,1,0
198,-1.1636839443003804,-1.3363788723188943,-0.8193965142531648,0,0,0,0,0,1,0,0,1
199,-1.1958707814275136,-1.2969642091924178,-1.6336433235308125,0,0,1,0,0,0,0,0,1
200,-1.2499698383741704,-1.1793720540140753,1.8633261856102574,1,1,0,1,0,1,1,0,1
201,-0.6037624275659056,-0.6338308024126679,0.5210493342087643,1,1,1,1,1,0,1,0,1
202,-0.8371348719130859,-0.5966819151242158,1.629815382424017,1,1,1,0,0,1,1,1,1
203,-0.7697777989612278,-0.8976720655842637,-1.051820732178266,0,0,1,0,0,1,0,0,1
204,-1.1597556425978688,-1.1761200961717246,-0.993189374888625,0,0,1,0,0,1,0,0,0
205,-0.6353686726918037,-0.6100811578254012,1.5716945401924507,1,1,0,0,0,1,1,0,0
206,-1.190660084941914,-1.2698230419578247,0.054743245360201656,0,0,1,1,0,1,0,0,1
207,-1.0853701302964938,-1.205327350392739,-0.06241474400166477,0,1,0,0,0,1,0,0,0
208,-1.1299267526011132,-1.1430004761732468,-0.2355068748634973,1,1,0,1,0,0,1,0,1
209,-0.8533265938960356,-0.8019654224325315,-1.2265210716378776,0,0,0,0,0,1,0,1,1
210,-1.134582040752999,-1.2271668845396253,-0.8193965142531648,0,0,0,0,0,1,0,0,1
211,-1.0017449209515092,-1.052595039783876,0.8114041796498782,0,1,1,0,1,1,0,0,0
212,-1.2521715530882709,-1.2059990969986585,-0.5274851358330046,0,1,1,0,0,0,0,1,0
213,-0.5556041846264822,-0.49903808456417525,1.2238623641792805,0,0,1,1,1,1,1,0,1
214,-0.7063137885791924,-0.45347864801780136,1.3975702709359041,1,1,0,1,0,1,1,1,1
215,-0.7025572018970959,-0.8496086870214034,-1.284386679628202,0,0,0,0,1,1,0,0,1
216,-0.8539786425021818,-0.8492421634613393,-0.8186824405725818,0,1,0,0,1,0,0,1,1
217,-0.6993709086127602,-0.5667999721673117,1.1063444153587574,0,0,0,1,0,1,1,0,1
218,-0.500449764169997,-0.4499140203479069,-1.109993250028565,0,1,0,0,0,0,0,1,0
219,-1.1183154933626875,-0.9378970403438518,0.6372799103933317,0,1,1,1,1,1,0,1,0
220,-1.2021400594788854,-1.0737243060200259,-0.29522481741427764,1,1,0,0,0,0,1,1,1
221,-1.1176700735183804,-1.0012248372836177,1.6888525295543177,1,0,1,1,0,1,1,0,0
222,-0.9168037732296667,-0.8124863027450516,1.921957542899898,1,1,0,1,0,1,1,0,1
223,-1.2081086762701898,-1.3945413231307655,-0.877342348699792,0,0,1,0,0,0,0,0,0
224,-1.0430649129297642,-0.8993528550903269,-0.29522481741427764,1,1,0,0,0,0,1,1,1
225,-0.9275778147347272,-0.8877996125768444,-0.7600510832829411,0,1,0,0,1,0,0,1,1
226,-1.077480156243956,-1.1883868499817907,0.17053109726007573,1,1,0,0,0,0,1,0,1
227,-0.965186984075904,-0.9420011439319997,-1.051466617956339,0,0,1,1,0,0,0,1,1
228,-1.113948284583504,-0.9107403295324414,1.3975702709359041,1,1,0,1,0,1,1,1,0
229,-0.8511210976229936,-0.890150762536538,0.5212132337151381,1,1,1,1,1,0,0,0,1
230,-1.1147860873766926,-0.7916172546816346,2.212757837297807,1,1,1,1,1,1,1,1,1
231,-0.6184811489313728,-0.7709644436295048,-0.5278193157017836,0,0,0,0,0,0,1,0,0
232,-0.7263595658660771,-0.5539981432551361,1.1059386255180972,1,1,0,0,0,1,1,1,0
233,-0.6979621416641488,-0.8313518115987399,-0.35260568993640484,0,1,0,1,0,0,0,0,1
234,-1.0079826891632853,-1.081305095548394,-1.0514408383664615,0,0,0,0,1,0,1,0,0
235,-0.4121333530386957,-0.4677667236919701,-0.7601890867604595,0,0,1,1,0,1,0,0,0
236,-0.32761578261593827,-0.03771861635121865,1.9214470278418232,1,1,1,1,0,1,1,1,1
237,-0.9500495375503503,-0.8095731716847812,0.5202835849094483,1,1,1,1,0,0,1,1,0
238,-0.8199644722952167,-1.0278951335738469,0.17095023100769066,0,1,1,0,1,0,0,0,1
239,-0.6782055662176821,-0.5322538857755651,0.054771796197771255,1,1,0,1,1,1,0,1,1
240,-0.5359566905018825,-0.4027010867142055,0.3489568552665972,0,0,0,0,0,1,1,1,1
241,-0.8515676612682805,-0.9587071579434739,-0.06257391608550461,0,0,1,0,0,0,1,0,1
242,-1.1975295164148863,-1.422739464846564,-1.3419069528955916,0,1,0,0,0,0,0,0,1
243,-0.7685838079655163,-0.6610679933449479,-0.4695393013863775,1,1,0,0,0,1,0,1,1
244,-1.1173493776845245,-1.163811583391332,0.8147127699409505,1,0,0,0,0,1,1,0,1
245,-0.4313135004685271,-0.5770593268666602,-0.5850299078615063,0,1,1,1,0,0,0,0,1
246,-1.0672145407643656,-0.8824451776581195,0.6402676647225805,0,0,0,0,1,1,1,1,0
247,-0.8240744101502476,-0.9201978154971339,-0.8180301959896717,0,1,1,0,0,0,0,0,0
248,-0.8517411702704536,-0.9810217907763233,-0.8766615532793124,0,1,1,0,0,0,0,0,0
249,-1.2208890243235715,-1.296899628590673,-0.5864506729914243,0,0,0,0,0,0,1,0,0
250,-1.2458632765828366,-1.2429716279159846,0.5791590681617652,0,1,0,1,1,1,0,0,0
251,-0.7673968970635076,-0.801031667874546,-0.2350877411158824,0,1,1,1,1,0,0,0,0
252,-0.7278304928681666,-0.7232233214483664,0.8739201974336566,1,0,1,1,0,1,1,0,1
253,-1.1493328253255695,-1.0643073113530104,-0.2948056836666627,1,1,1,0,1,0,0,1,1
254,-0.9373618452737422,-0.8595194827675707,0.40867479781737753,1,0,0,1,0,1,1,0,1
255,-1.2598445731920946,-1.0080571160167207,0.6992198579740446,1,0,0,1,0,1,1,1,0
256,-0.8571169491570922,-1.0426214063542893,-0.877342348699792,0,0,1,0,0,0,0,0,1
257,-1.2143490392809029,-1.0589719530748631,-0.7015244512107153,0,0,1,1,1,0,0,1,0
258,-1.0510999757675223,-1.1614774563793715,-1.342011678113006,0,0,1,1,0,0,0,0,1
259,-1.058067745434442,-0.8709850901614927,1.3972494349740805,1,1,0,0,1,1,1,1,0
260,-0.9059243842341113,-0.7976570748648005,1.630221172264677,1,0,1,1,0,1,1,0,1
261,-1.1779266794868333,-1.1381850787203134,0.6944078541659948,1,1,1,0,0,0,1,0,1
262,-0.9669235130346845,-1.2391211599932992,-1.109227500729249,0,1,0,0,1,0,0,0,0
263,-0.9186002260805,-0.7916071324292491,0.054771796197771255,0,1,0,1,1,1,0,1,0
264,-0.7397832699813113,-0.43738623223305384,1.2230966148799642,1,0,1,1,0,1,1,1,1
265,-0.40590929262352954,-0.3270208007292112,2.387202942516177,1,1,1,1,0,1,1,0,0
266,-0.8724627733426512,-0.7381670242737763,2.6785137519721602,1,1,1,1,1,1,1,0,1
267,-0.888195162097286,-0.868404566548847,0.11704315239957072,1,0,0,0,0,1,1,0,1
268,-1.0249206068455106,-0.7558239085519692,1.1059386255180972,1,1,0,0,0,1,1,1,1
269,-1.2145371185040048,-1.2299121417119636,0.579680691498405,1,1,1,1,1,0,1,0,0
270,-1.2297468067945856,-1.2968557366207372,0.5204732640056996,0,1,0,0,1,0,1,0,0
271,-0.9627985215941736,-0.9656216457123845,0.05841179510993007,1,0,0,0,0,1,1,0,1
272,-1.2328764176905882,-1.4207134567900985,-0.5856059780645709,1,1,0,0,0,0,0,0,1
273,-0.8604688457612785,-1.0355239959069797,-0.8766615532793124,0,1,1,0,0,0,0,0,0
274,-1.2079749385153846,-1.3721153471691336,-0.35260568993640484,0,1,0,1,0,0,0,0,0
275,-0.9457957222902679,-0.9564911740776959,1.9216367069380744,0,1,0,0,1,1,1,0,0
276,-0.9452352179228684,-1.1083146779409585,-0.8193965142531648,0,0,0,0,0,1,0,0,0
277,-0.43197580407284875,-0.39788493284954574,1.4562865821043813,0,0,0,1,1,1,1,0,1
278,-1.112684489937614,-1.2398738038928931,-0.5860315392438087,1,0,1,0,1,0,0,0,1
279,-1.045628800588592,-0.8490041447760706,1.3975702709359041,1,1,0,1,0,1,1,1,1
